article_id	talk_page_id	talk_page	thread_id	thread_title
304702	7295573	Talk:Hippie/Archive_1	31869	== Are Punks Neo-Hippies? ==
304702	7295573	Talk:Hippie/Archive_1	31875	== See Also section ==
304702	7295573	Talk:Hippie/Archive_1	31879	==CounterCulture Wikia==
304702	7295573	Talk:Hippie/Archive_1	31881	== External links ==
304702	7295573	Talk:Hippie/Archive_1	31884	== link? ==
304702	7295573	Talk:Hippie/Archive_1	31886	==Drugs==
304702	7295573	Talk:Hippie/Archive_1	31892	== Acceptance of homosexuality ==
304702	7295573	Talk:Hippie/Archive_1	31898	== Incense association ==
304702	7295573	Talk:Hippie/Archive_1	31900	== neohippie OR ==
304702	7295573	Talk:Hippie/Archive_1	31902	== extreme Pro-hippie POV  ==
304702	7295573	Talk:Hippie/Archive_1	31916	== Pejorative connotations ==
304702	7915186	Talk:Hippie/Archive_2	31921	== Origin of the Word ==
304702	7915186	Talk:Hippie/Archive_2	31926	== what percentage of america were hippies in the 60s/70s ==
304702	7915186	Talk:Hippie/Archive_2	31933	== 1964 Demonstration Against the Vietnam War? ==
304702	7915186	Talk:Hippie/Archive_2	31936	==Old lead==
304702	7915186	Talk:Hippie/Archive_2	31938	== Rewrite ==
304702	7915186	Talk:Hippie/Archive_2	31947	== Moving ahead ==
304702	7915186	Talk:Hippie/Archive_2	31950	== Too much, too fast ==
304702	7915186	Talk:Hippie/Archive_2	31953	===Inaccurate assessment===
304702	7915186	Talk:Hippie/Archive_2	31959	====sounds like original research====
304702	7915186	Talk:Hippie/Archive_2	31962	== Wolof language ==
304702	7915186	Talk:Hippie/Archive_2	31967	== New Image problems ==
304702	7915186	Talk:Hippie/Archive_2	31970	==Information removed==
304702	7915186	Talk:Hippie/Archive_2	31973	==Proposal that [[Hippies (TV series)]] be moved==
304702	7915186	Talk:Hippie/Archive_2	31978	== Christ/Jesus controversy, life of Lao Tzu ==
304702	7915186	Talk:Hippie/Archive_2	31988	== Addition to &quot;Drugs&quot; section ==
304702	7915186	Talk:Hippie/Archive_2	32002	== Vandalism on &quot;Hippie: Drugs&quot;? ==
304702	7915186	Talk:Hippie/Archive_2	32010	== This drug segment moved from main page and to be rewritten ==
304702	7915186	Talk:Hippie/Archive_2	32013	== festivals ==
304702	7915186	Talk:Hippie/Archive_2	32015	== Herb Caen coverage ==
304702	7915186	Talk:Hippie/Archive_2	32021	==1970s==
304702	7915186	Talk:Hippie/Archive_2	32036	== Removal of original research ==
304702	7915186	Talk:Hippie/Archive_2	32049	== Sequential edits to &quot;Hippie&quot; page ==
304702	7915186	Talk:Hippie/Archive_2	32070	==Previous discussion re: the lead section==
304702	7915186	Talk:Hippie/Archive_2	32077	== Neo-hippie split and 60's template ==
304702	7915186	Talk:Hippie/Archive_2	32094	== Images ==
304702	7915186	Talk:Hippie/Archive_2	32101	==Intentional communities section==
304702	7915186	Talk:Hippie/Archive_2	32106	==Philosophy/ethos sources==
304702	7915186	Talk:Hippie/Archive_2	32113	== Sick -- call for consensus ==
304702	7915186	Talk:Hippie/Archive_2	32119	== 'Dispute' and resolution ==
304702	7915186	Talk:Hippie/Archive_2	32122	== Drugs--Kesey's Introduction to LSD during the CIA's MKULTRA program ==
304702	7915186	Talk:Hippie/Archive_2	32129	== Deletion of a specific point about drugs. ==
304702	7915186	Talk:Hippie/Archive_2	32134	==Category:Politics==
304702	7915186	Talk:Hippie/Archive_2	32148	==Ethical libertarians==
304702	7915186	Talk:Hippie/Archive_2	32151	==Alternative press==
304702	7915186	Talk:Hippie/Archive_2	32154	==Change of sourced content==
304702	7915186	Talk:Hippie/Archive_2	32167	===Bad citations===
304702	7915186	Talk:Hippie/Archive_2	32176	===Sourcing in General ===
304702	7915186	Talk:Hippie/Archive_2	32180	== RFC request ==
304702	7915186	Talk:Hippie/Archive_2	32200	== existential role of hippies in academic cultures ==
304702	7915186	Talk:Hippie/Archive_2	32205	== Being bold ==
304702	7915186	Talk:Hippie/Archive_2	32208	== Organization ==
304702	7915186	Talk:Hippie/Archive_2	32212	== Radical Edit of Hippie Lead ==
304702	7915186	Talk:Hippie/Archive_2	32228	== Removal of paragraph referencing hippie action abroad after 1973, Section title ==
304702	7915186	Talk:Hippie/Archive_2	32235	== Don't feed the troll ==
304702	7915186	Talk:Hippie/Archive_2	32241	== Amazingly verbose introduction ==
304702	7915186	Talk:Hippie/Archive_2	32253	== A suggestion to Viriditas re: conflict ==
304702	7915186	Talk:Hippie/Archive_2	32262	==Help with sections needed==
304702	7915186	Talk:Hippie/Archive_2	32271	==Edits by Mombas==
304702	7915186	Talk:Hippie/Archive_2	32284	==Removed marijuana paragraph==
304702	7915186	Talk:Hippie/Archive_2	32294	====Marijuana====
304702	7915186	Talk:Hippie/Archive_2	32296	== Slander--Please remove it ==
304702	7915186	Talk:Hippie/Archive_2	32304	== New Left ==
304702	7915186	Talk:Hippie/Archive_2	32312	===Text removed===
304702	7915186	Talk:Hippie/Archive_2	32317	== Talk page maintenance required ==
304702	7915186	Talk:Hippie/Archive_2	32327	== removed text ==
304702	7915186	Talk:Hippie/Archive_2	32342	====Charles Manson====
304702	7915186	Talk:Hippie/Archive_2	32344	==Roots removed from lead==
304702	7915186	Talk:Hippie/Archive_2	32352	== NPA ==
304702	7915186	Talk:Hippie/Archive_2	32356	== New York's East Village ==
304702	7915186	Talk:Hippie/Archive_2	32360	== Wolof revisited ==
304702	7915186	Talk:Hippie/Archive_2	32365	==Consensus poll re: Manson==
304702	7915186	Talk:Hippie/Archive_2	32367	===Poll===
304702	7915186	Talk:Hippie/Archive_2	32374	===Commentary===
304702	7915186	Talk:Hippie/Archive_2	32383	== A Question About &quot;Nonpolitical&quot; ==
304702	7915186	Talk:Hippie/Archive_2	32389	==Hoffman quote==
304702	7915186	Talk:Hippie/Archive_2	32413	==Pruning sections==
304702	7915186	Talk:Hippie/Archive_2	32417	== WP:3O request ==
304702	7915186	Talk:Hippie/Archive_2	32420	== Yeah, that's what we're talking about!  Many thanks! ==
304702	7915186	Talk:Hippie/Archive_2	32429	== Pretentious Hippies. ==
304702	7915186	Talk:Hippie/Archive_2	32432	== Philosophy/ethos issues ==
304702	7915186	Talk:Hippie/Archive_2	32455	===Removed philosophy/ethos section until attribution is provided===
304702	7915186	Talk:Hippie/Archive_2	32458	== German back-to-nature movement. ==
304702	7915186	Talk:Hippie/Archive_2	32462	== Waning of the hippie movement ==
304702	7915186	Talk:Hippie/Archive_2	32465	== Sexual attitudes ==
304702	7915186	Talk:Hippie/Archive_2	32468	== Too idealistic, too shallow? ==
304702	12169058	Talk:Hippie/Archive_3	32472	==CIA released drugs into the Hippie movement?==
304702	12169058	Talk:Hippie/Archive_3	32474	==Hippie slang and the Wolof language ==
304702	12169058	Talk:Hippie/Archive_3	32477	== Remove the Doors ==
304702	12169058	Talk:Hippie/Archive_3	32483	== Poor Sentence ==
304702	12169058	Talk:Hippie/Archive_3	32487	== Hippie influence on the visual arts ==
304702	12169058	Talk:Hippie/Archive_3	32533	== Nambassa Day Photo ==
304702	12169058	Talk:Hippie/Archive_3	32553	== 30 minutes of work reverted in 3 seconds with flimsy justification--why should I continue? ==
304702	12169058	Talk:Hippie/Archive_3	32566	== Suggestions to Wikipedia concerning the &quot;Edit Summary&quot; area: ==
304702	12169058	Talk:Hippie/Archive_3	32570	== Last two sentences of introductory paragraph in &quot;Hippie&quot; article.  ==
304702	12169058	Talk:Hippie/Archive_3	32575	== Stewart Brand quote ==
304702	12169058	Talk:Hippie/Archive_3	32582	== Problem with emphasis on communes following Summer of Love ==
304702	12169058	Talk:Hippie/Archive_3	32590	== Hippie beginnings ==
304702	12169058	Talk:Hippie/Archive_3	32594	== Recent hippies ==
304702	12169058	Talk:Hippie/Archive_3	32597	== Vandalism ==
304702	12169058	Talk:Hippie/Archive_3	32599	== Globalize tag ==
304702	12169058	Talk:Hippie/Archive_3	32601	===American centrism===
304702	12169058	Talk:Hippie/Archive_3	32605	==NPOV==
304702	12169058	Talk:Hippie/Archive_3	32620	===Codex Sinaiticus===
304702	12169058	Talk:Hippie/Archive_3	32636	== Hippie beginnings ==
304702	12169058	Talk:Hippie/Archive_3	32640	== Recent hippies ==
304702	12169058	Talk:Hippie/Archive_3	32643	== Vandalism ==
304702	12169058	Talk:Hippie/Archive_3	32645	== Congratulation to Viriditas and Apostle12 ==
304702	12169058	Talk:Hippie/Archive_3	32649	== Talk page deletions by a malicious bug masqueading as Squeakbox ==
304702	12169058	Talk:Hippie/Archive_3	32655	== Jesus as the &quot;first&quot; hippie ==
304702	12169058	Talk:Hippie/Archive_3	32661	== [[WP:NPA]] ==
304702	12169058	Talk:Hippie/Archive_3	32666	==Reply to Codex re:NPOV tag==
304702	12169058	Talk:Hippie/Archive_3	32679	==False vandalism claims as a POV promotion==
304702	12169058	Talk:Hippie/Archive_3	32682	== Compromise for lead ==
304702	12169058	Talk:Hippie/Archive_3	32686	== Mediation ==
304702	12169058	Talk:Hippie/Archive_3	32697	== What problem do you have with this article? ==
304702	12169058	Talk:Hippie/Archive_3	32743	== Request for minor edit ==
304702	12169058	Talk:Hippie/Archive_3	32750	== Hey check this out ==
304702	12169058	Talk:Hippie/Archive_3	32753	== Antonym ==
304702	12169058	Talk:Hippie/Archive_3	32756	==Hippy Hippy Shake==
304702	12169058	Talk:Hippie/Archive_3	32761	==Further improvements to the article==
304702	16650769	Talk:Hippie/Archive_4	32765	== Merger_proposal ==
304702	16650769	Talk:Hippie/Archive_4	32767	== Removal of new Slang and Music sections ==
304702	16650769	Talk:Hippie/Archive_4	32769	===Slang===
304702	16650769	Talk:Hippie/Archive_4	32771	===Music===
304702	16650769	Talk:Hippie/Archive_4	32773	== Remove unsourced geo data ==
304702	16650769	Talk:Hippie/Archive_4	32776	== Removal of  OR concerning ROTC, violence, FBI, COINTELPRO, etc ==
304702	16650769	Talk:Hippie/Archive_4	32779	== Removal of Lloyd Marcus OR ==
304702	16650769	Talk:Hippie/Archive_4	32782	== Removed unsourced Diggers info. ==
304702	16650769	Talk:Hippie/Archive_4	32785	== Remove unsourced Haight info ==
304702	16650769	Talk:Hippie/Archive_4	32788	== Removal of Cold war, Leninist, etc ==
304702	16650769	Talk:Hippie/Archive_4	32791	== Sexual attitudes ==
304702	16650769	Talk:Hippie/Archive_4	32794	== Removed lifestyle section (list to prose, unsourced) ==
304702	16650769	Talk:Hippie/Archive_4	32826	== photo of Russian guy in 2005 dressed in hippie costume ==
304702	16650769	Talk:Hippie/Archive_4	32840	== Lead section ==
304702	16650769	Talk:Hippie/Archive_4	32847	== Beat Generation ==
304702	16650769	Talk:Hippie/Archive_4	32850	== Places other than California ==
304702	16650769	Talk:Hippie/Archive_4	32855	== Travel ==
304702	16650769	Talk:Hippie/Archive_4	32863	== Rasatafari movement ==
304702	16650769	Talk:Hippie/Archive_4	32870	== Punks vs. Hippies ==
304702	16650769	Talk:Hippie/Archive_4	32876	== Harry Gibson autobiography ==
304702	16650769	Talk:Hippie/Archive_4	32882	== Declined in the 1970's ==
304702	16650769	Talk:Hippie/Archive_4	32884	== POV tag ==
304702	16650769	Talk:Hippie/Archive_4	32887	== Unreasonable requests for citation ==
304702	16650769	Talk:Hippie/Archive_4	32905	== Research paper.... ==
304702	16650769	Talk:Hippie/Archive_4	32909	== Hippie vs hippy ==
304702	16650769	Talk:Hippie/Archive_4	32918	== Hippie POV ==
304702	16650769	Talk:Hippie/Archive_4	32943	== More ==
304702	16650769	Talk:Hippie/Archive_4	32946	== Removal of Road Junky ==
304702	16650769	Talk:Hippie/Archive_4	32948	== Floating Lotus Magic Opera Company ==
304702	16650769	Talk:Hippie/Archive_4	32954	== Remove unsourced about women, afros, long hair. ==
304702	16650769	Talk:Hippie/Archive_4	32958	== Proposal to add a section called &quot;Culture of the Hippies&quot; ==
304702	16650769	Talk:Hippie/Archive_4	32962	== Syn and or tags ==
304702	16650769	Talk:Hippie/Archive_4	32969	== Unsourced etymology content ==
304702	16650769	Talk:Hippie/Archive_4	32972	== Proposal regarding the &quot;Red Dog&quot; section ==
304702	16650769	Talk:Hippie/Archive_4	32975	== Rewrite ==
304702	16650769	Talk:Hippie/Archive_4	32978	== Festivals ==
304702	16650769	Talk:Hippie/Archive_4	32983	== History of the hippie movement ==
304702	16650769	Talk:Hippie/Archive_4	32985	== Reliable source ==
304702	16650769	Talk:Hippie/Archive_4	32995	== Recent changes ==
304702	16650769	Talk:Hippie/Archive_4	33020	== Semi-automatic peer review ==
304702	16650769	Talk:Hippie/Archive_4	33024	== Repeating lead ==
304702	16650769	Talk:Hippie/Archive_4	33034	== History vs. Legacy ==
304702	16650769	Talk:Hippie/Archive_4	33040	== French hippies ==
304702	16650769	Talk:Hippie/Archive_4	33045	== Encylopedic tone and sourcing ==
304702	16650769	Talk:Hippie/Archive_4	33048	== Family Dog ==
304702	16650769	Talk:Hippie/Archive_4	33053	== Neo-Hippie movement ==
304702	16650769	Talk:Hippie/Archive_4	33056	== Etymology - TIME Magazine ==
304702	16650769	Talk:Hippie/Archive_4	33070	== Third Opinions needed: ==
304702	16650769	Talk:Hippie/Archive_4	33079	===Contemporary use of hippie===
304702	16650769	Talk:Hippie/Archive_4	33081	===Support for other sources===
304702	16650769	Talk:Hippie/Archive_4	33090	== Quoting TIME  Magazine as a reference. ==
304702	16650769	Talk:Hippie/Archive_4	33094	== Possible resolution of the conflict re: use of the term &quot;hippie&quot; ==
304702	16650769	Talk:Hippie/Archive_4	33100	== External links removed ==
304702	16650769	Talk:Hippie/Archive_4	33105	== [[:Image:Woodstock redmond cocker.JPG]] ==
304702	16650769	Talk:Hippie/Archive_4	33111	== Caen ==
304702	16650769	Talk:Hippie/Archive_4	33114	== Hippie Dictionary ==
304702	16650769	Talk:Hippie/Archive_4	33118	== Drugs section ==
304702	25096011	Talk:Hippie/Archive_5	33140	== UK Underground ==
304702	25096011	Talk:Hippie/Archive_5	33145	== Neo-Hippie ==
304702	25096011	Talk:Hippie/Archive_5	33160	== Thanks! ==
304702	25096011	Talk:Hippie/Archive_5	33163	== Culture of psychedelics ==
304702	25096011	Talk:Hippie/Archive_5	33165	== Expressing my concerns again ==
304702	25096011	Talk:Hippie/Archive_5	33180	== The &quot;Hippie&quot; scene and dropping out of college ==
304702	25096011	Talk:Hippie/Archive_5	33183	== The Red Dog Saloon and the Family Dog as they influenced the hippie ethos ==
304702	25096011	Talk:Hippie/Archive_5	33200	===Back on topic===
304702	25096011	Talk:Hippie/Archive_5	33204	====Sources====
304702	25096011	Talk:Hippie/Archive_5	33206	== Herb Caen ==
304702	25096011	Talk:Hippie/Archive_5	33210	===Sources===
304702	25096011	Talk:Hippie/Archive_5	33212	== Good Article nomination failed ==
304702	25096011	Talk:Hippie/Archive_5	33214	== Peer review ==
304702	25096011	Talk:Hippie/Archive_5	33215	===References===
304702	25096011	Talk:Hippie/Archive_5	33218	== Vandalism Removed ==
304702	25096011	Talk:Hippie/Archive_5	33221	== LGBT ==
304702	25096011	Talk:Hippie/Archive_5	33230	== Quotes ==
304702	25096011	Talk:Hippie/Archive_5	33232	== Humor ==
304702	25096011	Talk:Hippie/Archive_5	33237	== &quot;Straight&quot; in &quot;Hippie&quot; slang ==
304702	25096011	Talk:Hippie/Archive_5	33242	== Second Summer of Love/Acid House ==
304702	25096011	Talk:Hippie/Archive_5	33245	== Hippies and Drugs ==
304702	25096011	Talk:Hippie/Archive_5	33248	== The Right Wing Is Revulsed ==
304702	25096011	Talk:Hippie/Archive_5	33251	== Source help entreaty ==
304702	25096011	Talk:Hippie/Archive_5	33255	== Last call ==
304702	25096011	Talk:Hippie/Archive_5	33257	===The list===
304702	25096011	Talk:Hippie/Archive_5	33259	== Drugs at Stonehenge ==
304702	25096011	Talk:Hippie/Archive_5	33262	== Politics redux ==
304702	25096011	Talk:Hippie/Archive_5	33275	== Legacy section questions ==
304702	25096011	Talk:Hippie/Archive_5	33281	== Variety of English ==
304702	25096011	Talk:Hippie/Archive_5	33289	== Jay Stevens quote ==
304702	25096011	Talk:Hippie/Archive_5	33296	== Fashion and astrology ==
304702	25096011	Talk:Hippie/Archive_5	33306	===Disputed text===
304702	25096011	Talk:Hippie/Archive_5	33308	== Drug use ==
304702	25096011	Talk:Hippie/Archive_5	33325	== Peer review revisited ==
304702	25096011	Talk:Hippie/Archive_5	33338	== Summary work still needed for 1968 ==
304702	26962327	Talk:Hippie/Archive_6	33346	== More emphasis in Britain and famous people ==
304702	26962327	Talk:Hippie/Archive_6	33350	== Will to live ==
304702	26962327	Talk:Hippie/Archive_6	33361	== Iron Butterfly ==
304702	26962327	Talk:Hippie/Archive_6	33363	== Travel section ==
304702	26962327	Talk:Hippie/Archive_6	33366	== The &quot;Wal-Mart hippie&quot; ==
304702	26962327	Talk:Hippie/Archive_6	33372	== North Beach ==
304702	26962327	Talk:Hippie/Archive_6	33378	== Eight Finger Eddie ==
304702	26962327	Talk:Hippie/Archive_6	33380	== Goa &amp; european hippiescene ==
304702	26962327	Talk:Hippie/Archive_6	33382	== Criticism ==
304702	26962327	Talk:Hippie/Archive_6	33387	== Style ==
304702	26962327	Talk:Hippie/Archive_6	33391	== Photos ==
304702	26962327	Talk:Hippie/Archive_6	33399	== merge Flower child to hippie ==
304702	26962327	Talk:Hippie/Archive_6	33408	== Early use of the term &quot;hippie&quot; ==
304702	26962327	Talk:Hippie/Archive_6	33416	== Opening Paragraph ==
304702	26962327	Talk:Hippie/Archive_6	33422	== Way overstating the scope of hippiedom ==
304702	26962327	Talk:Hippie/Archive_6	33433	== Historical Amnesia ==
304702	26962327	Talk:Hippie/Archive_6	33439	== Top image of girl in apartment ==
304702	26962327	Talk:Hippie/Archive_6	33447	== Adam Curtis ==
304702	26962327	Talk:Hippie/Archive_6	33492	== George W. Romney incident ==
304702	26962327	Talk:Hippie/Archive_6	33494	== It's hippy not hippie ==
304702	26962327	Talk:Hippie/Archive_6	33497	== hippie communes ==
304702	26962327	Talk:Hippie/Archive_6	33500	== Lead-in photo ==
304702	26962327	Talk:Hippie/Archive_6	33512	== Merger proposal ==
304702	26962327	Talk:Hippie/Archive_6	33518	== &quot;Hippies use side door&quot; ==
304702	26962327	Talk:Hippie/Archive_6	33521	== looking for picture ==
304702	26962327	Talk:Hippie/Archive_6	33523	== Origins of the words 'hip' and 'hep' ==
304702	26962327	Talk:Hippie/Archive_6	33539	== Why does hipster redirect here? ==
304702	26962327	Talk:Hippie/Archive_6	33542	== Roadmap to GAN ==
304702	304702	Talk:Hippie	33545	== Breathtaking POV ==
304702	304702	Talk:Hippie	33548	== Alternate Spelling? ==
304702	304702	Talk:Hippie	33552	==Far too little on the international developments of the hippie movement==
304702	304702	Talk:Hippie	33554	== Bell bottoms and a peace sign do not a hippie make ==
304702	304702	Talk:Hippie	33582	== Article lacks depth of feeling ==
304702	304702	Talk:Hippie	33588	== No Mention of Mock funeral for 'Hippy' &amp; perpetuating defining 'Hippy' is to perpetuate stereotyping ==
25290818	25290818	Talk:All_of_My_Life	33605	==Query==
36843998	36843998	User_talk:134.48.169.222	33616	== August 2012 ==
3290135	3290135	Talk:Irish_Army	33624	== Ways to improve the article ==
3290135	3290135	Talk:Irish_Army	33633	== New Additions... ==
3290135	3290135	Talk:Irish_Army	33637	== Army and Gardai ==
3290135	3290135	Talk:Irish_Army	33641	==Braveheart movie?==
3290135	3290135	Talk:Irish_Army	33646	== Assessment ==
3290135	3290135	Talk:Irish_Army	33648	==Foreign nationals==
3290135	3290135	Talk:Irish_Army	33650	==[[Irish_Army#Border_duties_and_aid_to_the_civil_power_1969-present]]==
3290135	3290135	Talk:Irish_Army	33652	== Updating? ==
3290135	3290135	Talk:Irish_Army	33654	== Peacekeeping Missions ==
3290135	3290135	Talk:Irish_Army	33663	== Establishment of DF ==
3290135	3290135	Talk:Irish_Army	33672	===Intro===
3290135	3290135	Talk:Irish_Army	33690	===WP:TEND/WP:SOCK===
3290135	3290135	Talk:Irish_Army	33693	== Requested move ==
3290135	3290135	Talk:Irish_Army	33706	== Army Badge ==
3290135	3290135	Talk:Irish_Army	33708	== Western Brigade - new structure ==
3290135	3290135	Talk:Irish_Army	33710	== Brigades ==
3290135	3290135	Talk:Irish_Army	33712	== Weapons list ==
28000662	28000662	User_talk:173.63.254.199	33726	== July 2010 ==
37991369	37991369	User_talk:71.110.124.64	33738	== December 2012 ==
34627905	34627905	User_talk:115.167.8.111	33743	== February 2012 ==
3807268	3807268	User_talk:70.185.146.37	33749	== Tampering With Lubbock High's Article ==
34125883	34125883	User_talk:167.102.162.38/Archive_1	33755	== October 2008 ==
46994336	46994336	User_talk:203.215.121.172	33762	== June 2015 ==
47108893	47108893	User_talk:Albihasa13	33778	== Welcome! ==
47108893	47108893	User_talk:Albihasa13	33780	==Your contributed article, [[:Dog habits]]==
41228514	41228514	User_talk:86.42.157.57	33784	== Your edits to Shane O'Connor (footballer) ==
21010346	21010346	Talk:The_Young_Aborigines	33789	==Comment==
15719505	15719505	User_talk:204.81.188.183	33799	== February 2008 ==
20144236	20144236	User_talk:24.11.154.126	33803	== November 2008 ==
15585692	15585692	User_talk:Oneyawn	33826	==Speedy deletion of [[:Siamese Dream (band)]]==
15585692	15585692	User_talk:Oneyawn	33828	==AfD nomination of Brandon Locher==
27961605	27961605	User_talk:67.249.168.123	33833	== July 2010 ==
28208945	28208945	User_talk:99.144.194.218	33838	== July 2010 ==
37669315	37669315	User_talk:95.104.67.198	33851	== November 2012 ==
40298142	40298142	User_talk:Scottyboy506	33862	==[[Wikipedia talk:Articles for creation/Arby 'n' the Chief]] concern==
40298142	40298142	User_talk:Scottyboy506	33864	==Your article submission [[Wikipedia talk:Articles for creation/Arby 'n' the Chief|Arby 'n' the Chief]]==
7749901	7749901	User_talk:Cheemo	33872	== [[The Balloon Farm]] ==
7749901	7749901	User_talk:Cheemo	33874	== Let It Snow... at least we tried ==
7749901	7749901	User_talk:Cheemo	33876	==The Editor's Barnstar==
7749901	7749901	User_talk:Cheemo	33879	==Orphaned non-free image (Image:When You Say Nothing at All.JPG)==
7749901	7749901	User_talk:Cheemo	33882	==Orphaned non-free image (Image:When You Say Nothing at All.jpg)==
7749901	7749901	User_talk:Cheemo	33885	== Captain Jack ==
7749901	7749901	User_talk:Cheemo	33887	==Fair use disputed for Image:Beattles.jpg==
7749901	7749901	User_talk:Cheemo	33889	==Fair use disputed for Image:When You Say Nothing at All.PNG==
7749901	7749901	User_talk:Cheemo	33892	==Disputed fair use rationale for Image:LastDollarFlyAway.JPG==
7749901	7749901	User_talk:Cheemo	33894	==Disputed fair use rationale for Image:ActNaturallyOwens.JPG==
7749901	7749901	User_talk:Cheemo	33896	==Disputed fair use rationale for Image:Christmas Mood.PNG==
7749901	7749901	User_talk:Cheemo	33898	==Image removal==
7749901	7749901	User_talk:Cheemo	33903	==Disputed fair use rationale for Image:WorldStoppedTurning.JPG==
7749901	7749901	User_talk:Cheemo	33905	==Disputed fair use rationale for Image:Friends in Low Places 45.JPG==
7749901	7749901	User_talk:Cheemo	33907	==Disputed fair use rationale for Image:FromMetoYou522.jpg==
7749901	7749901	User_talk:Cheemo	33909	== [[Captain Jack (song)]] ==
7749901	7749901	User_talk:Cheemo	33911	== [[James Farragher]] ==
7749901	7749901	User_talk:Cheemo	33913	==Orphaned non-free image File:Friends in Low Places 45.JPG==
7749901	7749901	User_talk:Cheemo	33916	==Orphaned non-free image File:When You Say Nothing at All.PNG==
7749901	7749901	User_talk:Cheemo	33918	==Disambiguation link notification for July 18==
7749901	7749901	User_talk:Cheemo	33920	==Disambiguation link notification for July 29==
7749901	7749901	User_talk:Cheemo	33922	==Tracy's Theme has been nominated for Did You Know==
7749901	7749901	User_talk:Cheemo	33924	==DYK for Tracy's Theme==
4295626	4295626	Talk:Fantastic_Dizzy	33945	== WikiProject class rating==
4295626	4295626	Talk:Fantastic_Dizzy	33947	== Platforms ==
36792051	15743270	Talk:Croatia_men's_national_handball_team	33952	==Fair use rationale for Image:Croatia national handball team.gif==
19447277	19447277	User_talk:76.167.70.56	33956	== September 2008 ==
19447277	19447277	User_talk:76.167.70.56	33958	==September 2008==
19447277	19447277	User_talk:76.167.70.56	33961	== November 2008 ==
809722	809722	Talk:Remainder	33966	==Remainder algorithms for various moduli==
809722	809722	Talk:Remainder	33969	== Remainder in non-integer division ==
809722	809722	Talk:Remainder	33973	==Remainder (Reply to [[User:Mjb]]) ==
809722	809722	Talk:Remainder	33981	== Remainder (continued) ==
809722	809722	Talk:Remainder	33984	==Proven or proved==
809722	809722	Talk:Remainder	33988	== Formula formatting ==
809722	809722	Talk:Remainder	33993	=== Style guides ===
809722	809722	Talk:Remainder	33995	=== No-break space ===
809722	809722	Talk:Remainder	33998	=== Multiplication sign ===
809722	809722	Talk:Remainder	34001	=== Less-than sign ===
809722	809722	Talk:Remainder	34003	== Remainder 'after' or 'of' division ==
809722	809722	Talk:Remainder	34005	== Quotient and remainder in programming languages ==
809722	809722	Talk:Remainder	34007	== Negatives ==
809722	809722	Talk:Remainder	34009	== colloquial phrases? ==
809722	809722	Talk:Remainder	34011	== Other meanings ==
809722	809722	Talk:Remainder	34013	== Residue? ==
809722	809722	Talk:Remainder	34018	== Comment moved from article (re: section &quot;For natural numbers&quot;) ==
809722	809722	Talk:Remainder	34020	== informal introductory definition ==
16000797	16000797	User_talk:71.215.125.224	34028	== February 2008 ==
31641787	31641787	User_talk:76.93.139.170	34038	== May 2011 ==
38812290	38812290	User_talk:204.14.79.26	34047	== March 2013 ==
38812290	38812290	User_talk:204.14.79.26	34050	== May 2013 ==
38812290	38812290	User_talk:204.14.79.26	34054	== July 2013 ==
37102323	37102323	User_talk:75.66.0.185	34068	== September 2012 ==
16253298	16253298	User_talk:71.139.181.201	34082	== March 2008 ==
42639125	42639125	User_talk:155.247.99.155	34090	== Welcome to Wikipedia! ==
42639125	42639125	User_talk:155.247.99.155	34092	== May 2014 ==
26946366	26946366	User_talk:Dlorange	34098	==[[David M. Lorange]]==
47321422	47321422	User_talk:100.1.218.71	34102	== July 2015 ==
33725601	33725601	User_talk:MCC11	34113	== Welcome! ==
25510993	25510993	User_talk:Quantacoupler	34118	== December 2009 ==
39379235	39379235	User_talk:173.49.159.250	34130	== May 2013 ==
22345753	22345753	User_talk:169.204.105.242	34138	== April 2009 ==
15555817	15555817	User_talk:Kparker88	34145	== sooo... ==
15555817	15555817	User_talk:Kparker88	34147	== hi pretty lady. ==
15555817	15555817	User_talk:Kparker88	34150	== p.s. ==
21589860	21589860	User_talk:138.253.199.72	34160	== February 2009 ==
19472816	5062391	Talk:CSI	34171	==CSI: CREDIT CRUNCH ==
19472816	5062391	Talk:CSI	34173	== To Be or Not to Be a Crime Scene Investigator ==
19472816	5062391	Talk:CSI	34175	==Edit on 11 February 2009 ==
19472816	5062391	Talk:CSI	34178	== Cdn Securities Institute ==
33441965	33441965	User_talk:Zachc23	34182	== October 2011 ==
14998789	14998789	Talk:Fame_Academy_(series_1)	34189	==Fair use rationale for Image:Fame Academy.jpg==
18236273	18236273	User_talk:Khet~enwiki	34193	== Welcome ==
18236273	18236273	User_talk:Khet~enwiki	34195	== Your account will be renamed ==
18236273	18236273	User_talk:Khet~enwiki	34198	== Renamed ==
42230890	42230890	User_talk:81.178.173.191	34203	== March 2014 ==
47248581	47248581	User_talk:174.109.215.87	34208	== July 2015 ==
8320593	8320593	Talk:John_Pinch_the_elder	34214	== Proposed split ==
47551581	47551581	User_talk:41.190.14.72	34224	== August 2015 ==
19276930	19276930	User_talk:153.90.170.28	34229	== September 2008 ==
5810626	5810626	Talk:Muhammad_X	34242	==Pencils==
5810626	5810626	Talk:Muhammad_X	34244	==Vilain==
19659568	19659568	User_talk:68.5.168.113	34249	== October 2008 ==
44551962	44551962	User_talk:108.129.49.71	34253	== November 2014 ==
